name,city,type
Cathedral House Pub,Glasgow,bar
Cathedral House Hotel,Glasgow,bar
riverside museum,Glasgow,bar
Glasgow,bar Necropolis,Glasgow,bar
Virgin Active Gym,Glasgow,bar
The Shitter,Glasgow,bar
Business Cost Consultants,Glasgow,bar
Staples,Glasgow,bar
Currys PC World,Glasgow,bar
First Bus - 100,Glasgow,bar
Vintage Tea Room,Glasgow,bar
McDonald's,Glasgow,bar
Fanny Trollopes,Glasgow,bar
Bannisters,Glasgow,bar
Anderston,Glasgow,bar
Priceless Computing,Glasgow,bar
Macdonalds Solicitors,Glasgow,bar
Mac's Snacks,Glasgow,bar
Dragon inn,Glasgow,bar
Powerhouse Fitness Argyle St,Glasgow,bar
CC&T - Coffee Chocolate and Tea,Glasgow,bar
Anderston Police Station,Glasgow,bar
Minerva Court,Glasgow,bar
BKK,Glasgow,bar
Argyle Locksmiths,Glasgow,bar
Macdonners,Glasgow,bar
Cranstonhill Police Office,Glasgow,bar
One O One,Glasgow,bar
Berry Bar,Glasgow,bar
Unitarian Church,Glasgow,bar
Riccardos,Glasgow,bar
Barco,Glasgow,bar
Silver Scissors,Glasgow,bar
TYLAS TAKEAWAY,Glasgow,bar
LG Pharmacy,Glasgow,bar
Work,Glasgow,bar
Kelvinhaugh Primary School,Glasgow,bar
The Grey Tower,Glasgow,bar
Alha's,Glasgow,bar
388 St Vincent St,Glasgow,bar
Cleveland Street,Glasgow,bar
Home JDR,Glasgow,bar
North Street,Glasgow,bar
William Street Clinic,Glasgow,bar
Dalian House NHS GG&C,Glasgow,bar
Casa De Matheson Mooney,Glasgow,bar
Adams flat,Glasgow,bar
West Coast Harley Davidson,Glasgow,bar
Bus Stop 609081,Glasgow,bar
Dalmore House,Glasgow,bar
White & Mackay,Glasgow,bar
9 Bus,Glasgow,bar
Nye Bevan House,Glasgow,bar
Biggart Baillie,Glasgow,bar
Quaker Meeting House,Glasgow,bar
Whyte & Mackay,Glasgow,bar
Santander,Glasgow,bar
St Columba Gaelic Church,Glasgow,bar
Rathbone,Glasgow,bar
Capita,Glasgow,bar
SPS Doorguard,Glasgow,bar
New Offices,Glasgow,bar
Royal Bank of Scotland,Glasgow,bar
Conscia,Glasgow,bar
Weeworld,Glasgow,bar
Kenzie's,Glasgow,bar
Angelos,Glasgow,bar
McCarte & Swan Dental Practice,Glasgow,bar
NatWest,Glasgow,bar
Scottish Friendly,Glasgow,bar
Creative Scotland,Glasgow,bar
National Westminster Bank,Glasgow,bar
Hiscox Insurance Company - Glasgow,bar
Channel 4,Glasgow,bar
Mimtech,Glasgow,bar
DLA Piper,Glasgow,bar
Adam and Company Glasgow,bar Office,Glasgow,bar
SFA Work,Glasgow,bar
gamba,Glasgow,bar
Get Stuffed,Glasgow,bar
The Golf Lounge,Glasgow,bar
Sippa Coffee,Glasgow,bar
The Golf Lounge,Glasgow,bar
Hislop Notaries,Glasgow,bar
metadigital,Glasgow,bar
GVR Hairdressing,Glasgow,bar
Smarts,Glasgow,bar
Samaritans,Glasgow,bar
News Box,Glasgow,bar
The Artist,Glasgow,bar
Le Chardon D'or,Glasgow,bar
Gallery In The City,Glasgow,bar
Shepherd & Wedderburn,Glasgow,bar
Papillon Hair Boutique,Glasgow,bar
DJMPHQ,Glasgow,bar
Search Total Recruitment Solution,Glasgow,bar
ewan mundy fine art,Glasgow,bar
TSB Bank,Glasgow,bar
GVR,Glasgow,bar
The Pot Still,Glasgow,bar
Opium,Glasgow,bar
Verona,Glasgow,bar
NYC BAR,Glasgow,bar
RCN West Of Scotland Office 177 West George Street Glasgow,bar
Royal College Of Nursing 177 West George Street Glasgow,bar
Pulcinella,Glasgow,bar
Swing,Glasgow,bar
Beatha,Glasgow,bar
Crepe a Croissant,Glasgow,bar
Make Do,Glasgow,bar
West Regent Clinic,Glasgow,bar
City Dry Cleaners,Glasgow,bar
City Sandwich,Glasgow,bar
First Glasgow,bar No 54,Glasgow,bar
festival house,Glasgow,bar
Glasgow,bar Chiropractic,Glasgow,bar
Cole Advertising and Design,Glasgow,bar
R F News,Glasgow,bar
Scotalia,Glasgow,bar
Esc-Games,Glasgow,bar
Redpath & Bruce,Glasgow,bar
Office,Glasgow,bar
Lloyds TSB Commercial Finance,Glasgow,bar
Candy Bar,Glasgow,bar
Emirates Customer Office,Glasgow,bar
Work,Glasgow,bar
Tods Murray Solicitors,Glasgow,bar
midland valley exploration hq,Glasgow,bar
Brightfire Inbound Marketing,Glasgow,bar
Fitbody Bootcamp,Glasgow,bar
Tasty Byte,Glasgow,bar
Foresight Portfolio Management,Glasgow,bar
Burger Meats Bun,Glasgow,bar
The Society Room Lloyd's No 1 Bar,Glasgow,bar
Blue Dog,Glasgow,bar
Bamboo,Glasgow,bar
Amber Regent,Glasgow,bar
The Regent,Glasgow,bar
Assams Indian Restaurant,Glasgow,bar
12 Bus,Glasgow,bar
40 Bus Glasgow,bar
Creedence,Glasgow,bar
NHS Health Scotland,Glasgow,bar
scottish police services authoritu,Glasgow,bar
BetaSoft Ltd,Glasgow,bar
SPSA,Glasgow,bar
Optical Express,Glasgow,bar
Crep,Glasgow,bar
Place De Brennan,Glasgow,bar
Metaforic Office,Glasgow,bar
Cup Tea Lounge,Glasgow,bar
The Maltman,Glasgow,bar
Revolution,Glasgow,bar
Drummonds,Glasgow,bar
Kings,Glasgow,bar
Renfield Street,Glasgow,bar
Kaplan Financial,Glasgow,bar
William hill,Glasgow,bar
The Bistro,Glasgow,bar
Bus Stop 609022,Glasgow,bar
Churchill Opticians,Glasgow,bar
UK Theatre School,Glasgow,bar
Speirs Jeffrey,Glasgow,bar
7 Spices Takeaway,Glasgow,bar
My Flat,Glasgow,bar
potters,Glasgow,bar
Max Serviced Apartments,Glasgow,bar
City Sightseeing Glasgow,bar
Nile Barbers,Glasgow,bar
The Asmaan,Glasgow,bar
Max Apartments,Glasgow,bar
Vroni's,Glasgow,bar
The Comedian Tattoo,Glasgow,bar
Active Wealth Management,Glasgow,bar
2 West Regent St,Glasgow,bar
I2 Office Glasgow,bar
CreditFix,Glasgow,bar
Bus stop No6090181,Glasgow,bar
Right Management,Glasgow,bar
Forever 21,Glasgow,bar
Paperchase,Glasgow,bar
Tinderbox,Glasgow,bar
Next,Glasgow,bar
Costa Coffee,Glasgow,bar
H&M,Glasgow,bar
Visit Scotland Tourist Office,Glasgow,bar
Fuel Juice Bars,Glasgow,bar
H&M,Glasgow,bar
Buchanan Quarter,Glasgow,bar
Scribbler,Glasgow,bar
Glaskow,Glasgow,bar
Vans,Glasgow,bar
Skechers,Glasgow,bar
Mr Pretzel,Glasgow,bar
Lacoste,Glasgow,bar
Fat Face,Glasgow,bar
Office,Glasgow,bar
Greggs,Glasgow,bar
Joy,Glasgow,bar
E-Lites Stall,Glasgow,bar
Bare Escentuals Boutique,Glasgow,bar
Business Gateway,Glasgow,bar
The Buchanan Hotel,Glasgow,bar
Cafe D'Jaconelli,Glasgow,bar
Townhouse,Glasgow,bar
Expotel Glasgow,bar
The Streat,Glasgow,bar
Pret,Glasgow,bar
gallery bar,Glasgow,bar
Scoopalicious,Glasgow,bar
Snax In The city,Glasgow,bar
Caprese,Glasgow,bar
Buchanan Babes Cottage,Glasgow,bar
Boots,Glasgow,bar
Burger King,Glasgow,bar
Millie's Cookies,Glasgow,bar
Glasgow,bar To Edinburgh Train,Glasgow,bar
Truva Barbers,Glasgow,bar
Cafe Select,Glasgow,bar
The Whisky Shop,Glasgow,bar
Lipsy,Glasgow,bar
Maia,Glasgow,bar
Timeless Tattoo,Glasgow,bar
chinachina,Glasgow,bar
MANGO,Glasgow,bar
LOVEmusic,Glasgow,bar
Love Music,Glasgow,bar
Swatch,Glasgow,bar
fuel,Glasgow,bar
Yankee Scotland,Glasgow,bar
Tiger,Glasgow,bar
Adventure 1,Glasgow,bar
I-zone Buchanan Galleries,Glasgow,bar
Ernest Jones,Glasgow,bar
Howards Storage World,Glasgow,bar
The Attic,Glasgow,bar
Oil and Vinegar,Glasgow,bar
Miss Bubblicious,Glasgow,bar
Cafe Pera,Glasgow,bar
Clinique Counter,Glasgow,bar
Geek Squad,Glasgow,bar
Godiva,Glasgow,bar
Platform 6,Glasgow,bar
Platform 2,Glasgow,bar
Platform 3,Glasgow,bar
Glasgow,bar Queen Street GLQ to Edinburgh EDB Train,Glasgow,bar
Platform 4,Glasgow,bar
Platform 5,Glasgow,bar
Glasgow,bar To Cumbernauld Train,Glasgow,bar
Glasgow,bar Queen Street GLQ To Cumbernauld CMO Train,Glasgow,bar
Glasgow,bar Queen Street GLQ to Oban OBN Train,Glasgow,bar
Best Kebab,Glasgow,bar
Mount Florida Railway Station MFL,Glasgow,bar
Glasgow,bar Queen Street GLQ to Falkirk Grahamston FKG Train,Glasgow,bar
Scottish Technology Showcase,Glasgow,bar
0945 To Edinburgh,Glasgow,bar
The Penguincubator - Glasgow,bar Queen Street,Glasgow,bar
Funeral Directors In Glasgow,bar
0918 Train To Alloa,Glasgow,bar
City of Glasgow,bar College - Hanover St,Glasgow,bar
City of Glasgow,bar College Library,Glasgow,bar
Cafe Met 6th Floor,Glasgow,bar
URC Synod of Scotland,Glasgow,bar
X11,Glasgow,bar
City of Glasgow,bar College - Charles Oakley,Glasgow,bar
Centre for Sport and Recreation,Glasgow,bar
The Duck's lair,Glasgow,bar
4th Floor COB City of Glasgow,bar College,Glasgow,bar
Glasgow,bar City Chamber,Glasgow,bar
SUCC Land,Glasgow,bar
Dakhin - Glasgow,bar
Dakhin - Glasgow,bar
Dakhin - Glasgow,bar
City Of Glasgow,bar College - Townhead,Glasgow,bar
Poundstretcher Extra,Glasgow,bar
Activ Tailored Fitness,Glasgow,bar
Strathclyde Hazardous Waste Store,Glasgow,bar
Roche Lab,Glasgow,bar
M10X Computer Labs,Glasgow,bar
Glasgow,bar
On 57A,Glasgow,bar
Cathedral Street,Glasgow,bar
,Glasgow,bar
Henry Dyer Building,Glasgow,bar
X5 to Abronhill,Glasgow,bar
Duke Wynd Nursery,Glasgow,bar
University of Strathclyde Marketing Department: Stenhouse Building,Glasgow,bar
Strathclyde Business School,Glasgow,bar
Stenhouse Building,Glasgow,bar
Department of Economics,Glasgow,bar
Lord Hope Building,Glasgow,bar
Language Centre,Glasgow,bar
Cathedral Street Campus,Glasgow,bar
University Of Strathclyde Accounting And Finance Departmemt,Glasgow,bar
Ian Kelly Lecture Theatre,Glasgow,bar
Castle street,Glasgow,bar
John Arbuthnott Building SIPBS,Glasgow,bar
Hamnett Wing,Glasgow,bar
Orbit Caf,Glasgow,bar
Curran Building,Glasgow,bar
Starbucks Strathclyde University Library,Glasgow,bar
John Smith & Son,Glasgow,bar
Robertson Wing SIBPS,Glasgow,bar
Al's Diner,Glasgow,bar
Birkbeck Court,Glasgow,bar
Starbucks,Glasgow,bar
Lord Todd Building University of Strathclyde,Glasgow,bar
Birkbeck Court 7C3,Glasgow,bar
Postable Limited,Glasgow,bar
Clydesdale Bank,Glasgow,bar
Townhead Health Center,Glasgow,bar
Destiny Church Glasgow,bar City Campus,Glasgow,bar
Team Adventures,Glasgow,bar
BB Hall,Glasgow,bar
Lister Building,Glasgow,bar
St Mungo Museum of Religious Life & Art,Glasgow,bar
Aroma Coffee Bar,Glasgow,bar
University Of Strathclyde Boat House,Glasgow,bar
GRI Orthopaedics Clinic,Glasgow,bar
GRI Gatehouse Fracture Clinic,Glasgow,bar
Glasgow,bar Cathedral,Glasgow,bar
My Gaff,Glasgow,bar
Mrs Lovats Pie Emporium,Glasgow,bar
Emergency Department Glasgow,bar Royal Infirmary,Glasgow,bar
103 Bell Street,Glasgow,bar
Intellis,Glasgow,bar
Finnieston,Glasgow,bar
The Hidden Lane,Glasgow,bar
Level Up,Glasgow,bar
UWS Library,Glasgow,bar
Inner Ear,Glasgow,bar
Secret Salon,Glasgow,bar
Hidden Lane,Glasgow,bar
Sandyford surgery,Glasgow,bar
open ear music,Glasgow,bar
Spot Specific,Glasgow,bar
JAM Architects & Urban Designers,Glasgow,bar
Spread,Glasgow,bar
David Stow Building University of Strathclyde,Glasgow,bar
RockUs,Glasgow,bar
Tesco Express,Glasgow,bar
Cafe Wander,Glasgow,bar
@legingermac 's Pad,Glasgow,bar
Julie's,Glasgow,bar
The Brass Monkey,Glasgow,bar
Lebowskis,Glasgow,bar
Soul Barber Room,Glasgow,bar
Custom Inc Tattoo Studio,Glasgow,bar
1036 hairdressing,Glasgow,bar
Kate's Sandwitch Bar,Glasgow,bar
Custom Ink,Glasgow,bar
PC Problems,Glasgow,bar
Kotrynas&Alexs Place,Glasgow,bar
Fearsomengine,Glasgow,bar
Pete's,Glasgow,bar
Glasgow,bar Ruh ve Sinir Hastaliklari Ozel Klinigi,Glasgow,bar
Kelvin Grove,Glasgow,bar
Banisters,Glasgow,bar
Addams Design,Glasgow,bar
My Flat 7 Bentinck Street,Glasgow,bar
My Flat,Glasgow,bar
